id_cliente;nombre;sexo;fecha_nacimiento;edad;distrito;fecha_alta;segmento_programa;ingresos_mensuales_aprox
CLI00513;Amarilis Carrion Carballo;M;1970-12-26;55;Los Olivos;2025-02-01 00:00:00;Premium;9572.4
CLI00514;Encarna Vinas Sosa;M;1996-10-20;29;Los Olivos;2025-01-26 00:00:00;Platino;4674.46
CLI00515;Tomasa Valderrama Giralt;F;1962-08-30;63;Magdalena;2024-11-17 00:00:00;Platino;7929.33
CLI00516;Amarilis Guardia-Mascaro;M;2007-07-05;18;Ate;2025-01-05 00:00:00;Regular;7654.38
CLI00517;Agapito Lillo Echevarria;F;1992-01-20;34;Miraflores;2024-03-26 00:00:00;Premium;9797.27
CLI00518;Olga Atienza Leon;F;1973-06-25;53;Los Olivos;2024-07-20 00:00:00;Basico;1156.13
CLI00519;Walter Farre;F;2003-04-10;23;San Juan de Lurigancho;2024-08-01 00:00:00;Platino;10208.25
CLI00520;Dulce Bejarano-Toledo;M;1995-04-21;31;Comas;2025-01-21 00:00:00;Basico;1206.42
CLI00521;Severiano Guijarro Llabres;M;2008-03-31;18;Santiago de Surco;2024-01-25 00:00:00;Platino;9708.69
CLI00522;Etelvina Goicoechea Izaguirre;F;1953-08-16;72;San Juan de Lurigancho;2024-08-01 00:00:00;Premium;10160.04
CLI00523;Zaira Lledo Mateo;M;1958-04-07;68;San Miguel;2024-11-16 00:00:00;Regular;9032.69
CLI00524;Oriana Aguilar;F;1985-07-14;40;San Borja;2024/Dic/11;Regular;6208.73
CLI00525;Reynaldo Arenas Mendez;M;1967-08-22;58;Magdalena;2024-10-28 00:00:00;Basico;2227.17
CLI00526;Danilo Ruben Espinosa Fortuny;F;1972-02-23;54;Comas;2024/Dic/29;Basico;1444.39
CLI00527;Bartolome Rodrigo;F;1984-03-18;42;Magdalena;2024-12-03 00:00:00;Basico;1668.64
CLI00528;Sabas de Ponce;M;1961-06-26;65;San Borja;2024-02-08 00:00:00;Platino;5508.08
CLI00529;Cesar Catala Porras;F;1965-05-23;61;San Miguel;2024-09-26 00:00:00;Premium;3067.59
CLI00530;Anselmo Pina Marino;F;1976-04-23;50;Santiago de Surco;2024-08-23 00:00:00;Regular;11437.63
CLI00531;Chelo Lopez Pazos;M;1960-09-12;65;San Juan de Lurigancho;2024-04-07 00:00:00;Regular;5481.2
CLI00532;Joel Sevillano Iglesia;F;1999-08-15;26;Miraflores;2024-06-02 00:00:00;Premium;5428.97
CLI00533;Jose Carlos Cepeda-Pina;M;1982-02-15;44;San Miguel;2024-05-14 00:00:00;Platino;8274.85
CLI00534;Goyo Cortes;M;2006-10-01;19;Ate;2024-05-27 00:00:00;Platino;10515.61
CLI00535;Maximo de Barbero;F;1978-01-10;48;Miraflores;2024-08-10 00:00:00;Basico;1047.94
CLI00536;Damian Cadenas Riquelme;M;1969-08-29;56;Santiago de Surco;2024-07-21 00:00:00;Platino;11220.35
CLI00537;Marco Lastra Galvan;F;2002-04-24;24;Miraflores;2024-04-19 00:00:00;Premium;10985.54
CLI00538;Epifanio Agusti Guillen;M;1988-10-18;37;Miraflores;2025-02-15 00:00:00;Basico;1028.46
CLI00539;Pascual Calzada Valenzuela;M;1992-08-21;33;Comas;2025-03-05 00:00:00;Premium;3657.86
CLI00540;Carmela Camino Amoros;F;1991-01-18;35;San Juan de Lurigancho;2025-03-30 00:00:00;Basico;1770.03
CLI00541;Luna Pedrosa Garay;M;1982-08-09;43;Magdalena;28/08/2024;Platino;7970.63
CLI00542;Pastor Falco Montoya;F;1981-08-09;44;Miraflores;2025-03-08 00:00:00;Platino;5740.06
CLI00543;Maria Belen Gallart Rivero;F;1956-03-08;70;Miraflores;2024-06-14 00:00:00;Platino;10773.83
CLI00544;Genoveva Corral-Malo;F;2006-12-07;19;Los Olivos;2025-01-06 00:00:00;Regular;9169.12
CLI00545;Jordi del Patino;F;1964-03-27;62;Santiago de Surco;2024-12-12 00:00:00;Regular;4298.65
CLI00546;Jessica Luis Tejada;M;1963-03-04;63;San Miguel;2024-02-25 00:00:00;Regular;11255.08
CLI00547;Eva Maria Coca Vicente;F;1995-12-29;30;Magdalena;2024-03-01 00:00:00;Regular;3675.92
CLI00548;Narciso Jara Colomer;M;1957-05-14;69;San Juan de Lurigancho;2025-01-03 00:00:00;Premium;6932.94
CLI00549;Nicodemo Alcaraz-Batalla;M;1973-05-20;53;Magdalena;2024-05-08 00:00:00;Premium;7829.31
CLI00550;Luis Angel Ayuso Porcel;M;1982-03-06;44;Ate;2024-05-29 00:00:00;Premium;6754.8
CLI00551;Josefina Esther Julian Dalmau;M;1956-04-15;70;Ate;2025-01-06 00:00:00;Platino;10721.6
CLI00552;Tamara Riera Rey;M;1995-10-26;30;Los Olivos;2024-03-27 00:00:00;Regular;10367.03
CLI00553;Ligia Jove Riquelme;F;1991-04-10;35;Magdalena;2024-11-22 00:00:00;Regular;3162.19
CLI00554;Vera del Mayoral;M;1967-01-19;59;Ate;2024-07-11 00:00:00;Premium;7178.98
CLI00555;Candelario Sales Alarcon;F;1990-06-20;36;Miraflores;2025-02-21 00:00:00;Premium;4692.1
CLI00556;Edmundo Casanova Penas;F;1956-11-24;69;Santiago de Surco;2024-06-25 00:00:00;Premium;5088.68
CLI00557;Ambrosio Lamas Carbo;F;1989-11-05;36;;2025-01-26 00:00:00;Premium;6742.11
CLI00558;Feliciana Barriga;F;1986-05-03;40;San Borja;2025-02-15 00:00:00;Platino;9755.74
CLI00559;Miguel Amat Andrade;M;1994-07-10;31;San Juan de Lurigancho;2025-04-10 00:00:00;Regular;9107.77
CLI00560;Estrella Espana-Aguila;F;1976-05-08;50;San Miguel;2024-01-28 00:00:00;Basico;1180.2
CLI00561;Milagros Dalmau-Vina;M;1998-09-16;27;Los Olivos;2024-05-08 00:00:00;Basico;1712.04
CLI00562;Leire Nadal Montesinos;F;1980-12-13;45;Comas;2024-10-09 00:00:00;Platino;4466.27
CLI00563;Urbano Carreras Llamas;M;1966-02-23;60;Miraflores;2025-01-06 00:00:00;Premium;7192.09
CLI00564;Eva Valcarcel-Sandoval;F;1987-07-20;38;San Borja;2024-08-22 00:00:00;Premium;7590.7
CLI00565;Esmeralda Acosta-Donaire;M;2008-03-31;18;Los Olivos;2024-07-07 00:00:00;Regular;8425.82
CLI00566;Enrique Borras Seco;M;2001-01-12;25;Comas;2024-07-05 00:00:00;Basico;1155.29
CLI00567;Pelayo Ferrero Coronado;M;1995-01-28;31;San Borja;2024-07-20 00:00:00;Platino;11058.25
CLI00568;Moises Andrade Jover;M;1952-09-14;73;Ate;2024-08-18 00:00:00;Basico;1995.51
CLI00569;Benigna Bastida Torre;F;1971-08-20;54;Los Olivos;2024-11-18 00:00:00;Basico;1836.06
CLI00570;Fulgencio Aranda Alvaro;F;1994-06-22;32;Ate;2024-02-27 00:00:00;Platino;3714.65
CLI00571;Glauco Lopez Belda;F;1994-05-26;32;San Borja;2024-04-07 00:00:00;Basico;2369.09
CLI00572;Juana Folch;F;1979-07-09;46;Los Olivos;2024-02-18 00:00:00;Basico;2198.08
CLI00573;Maria Teresa de Gimenez;F;1968-06-11;58;Ate;2025-04-14 00:00:00;Regular;3835.71
CLI00574;Joaquina Armengol Botella;F;1961-04-16;65;San Miguel;2024-10-28 00:00:00;Premium;7024.29
CLI00575;Juan Carlos Penas Fiol;M;1962-07-16;63;San Juan de Lurigancho;2024-05-26 00:00:00;Platino;7835.71
CLI00576;Rogelio Alonso Alcaraz;F;1976-11-13;49;San Borja;2024-11-18 00:00:00;Regular;7719.44
CLI00577;Trinidad del Noriega;F;2007-09-27;18;Los Olivos;2025-04-23 00:00:00;Regular;9918.6
CLI00578;Paloma Ballester Ferrer;M;1990-09-23;35;San Miguel;2024-01-24 00:00:00;Platino;6304.93
CLI00579;Aitor Montenegro Roda;F;1961-10-08;64;Santiago de Surco;2024-08-13 00:00:00;Platino;10009.69
CLI00580;Carmen del Rojas;M;1995-12-05;30;Miraflores;2025-01-10 00:00:00;Platino;3093.02
CLI00581;Narciso Benavent Real;F;1957-06-12;69;San Borja;2024-01-17 00:00:00;Basico;2130.61
CLI00582;Tristan Edu Iniesta Benavent;F;1979-06-01;47;Comas;2024-01-19 00:00:00;Basico;2712.72
CLI00583;Felix Marmol-Amo;F;1953-03-07;73;Comas;2024-07-26 00:00:00;Premium;9519.97
CLI00584;Abraham Cobo Abad;F;1956-03-06;70;Ate;2024-05-08 00:00:00;Premium;6289.82
CLI00585;Begona Ibanez Sala;M;1985-12-30;40;San Juan de Lurigancho;2025-02-25 00:00:00;Basico;1397.25
CLI00586;Adelina Soto Gomez;M;1988-07-13;37;Miraflores;2024-04-05 00:00:00;Basico;1347.86
CLI00587;Martina de Bellido;F;1994-07-11;31;Ate;2025-02-05 00:00:00;Platino;5001.95
CLI00588;Alma Carranza Morera;F;2007-04-06;19;Comas;2024-12-30 00:00:00;Platino;4783.22
CLI00589;Santos Gimeno Garzon;F;1961-12-04;64;Ate;2024-04-22 00:00:00;Regular;5428.63
CLI00590;Elba Penas Castaneda;M;1990-02-23;36;Comas;2025-03-28 00:00:00;Platino;9261.9
CLI00591;Teofila Salva Alcolea;M;1959-02-03;67;Ate;2025-03-20 00:00:00;Platino;9068.53
CLI00592;Isidora Pedro Bou;M;1963-05-27;63;Ate;2024-03-04 00:00:00;Premium;4311.8
CLI00593;Ceferino Sacristan Solana;F;1993-07-14;32;Los Olivos;2024-01-16 00:00:00;Platino;4096.73
CLI00594;Marcela Barroso Domingo;M;2000-05-28;26;Miraflores;2024-07-30 00:00:00;Premium;3528.31
CLI00595;Celestina Ferrandez-Ayuso;M;1995-08-16;30;Comas;2024-11-24 00:00:00;Premium;3450.69
CLI00596;Vera del Guardiola;M;2006-12-19;19;San Miguel;2024-08-24 00:00:00;Regular;3360.92
CLI00597;Nacio Acosta-Carrera;F;1956-10-22;69;Ate;2024-05-22 00:00:00;Premium;11063.21
CLI00598;Sabina Alegre;F;1995-01-12;31;Magdalena;2024-05-22 00:00:00;Platino;5129.71
CLI00599;Eliana Melero Salva;F;1963-07-18;62;;2025-01-12 00:00:00;Basico;1600.99
CLI00600;Herminia Munoz-Manzano;F;1986-02-16;40;Comas;2024-01-19 00:00:00;Platino;5569.0
CLI00601;Maria Belen de Garzon;M;1961-11-19;64;San Juan de Lurigancho;2024-05-15 00:00:00;Basico;1059.56
CLI00602;Ainara de Plaza;F;1971-12-04;54;Santiago de Surco;2024-04-23 00:00:00;Platino;8602.76
CLI00603;Aitana Coll Catala;M;1961-02-11;65;Ate;2024-02-01 00:00:00;Basico;2699.86
CLI00604;Concepcion Acuna Blasco;M;1969-07-21;56;San Borja;2024-07-19 00:00:00;Premium;6357.23
CLI00605;Carina Olive Catalan;M;1975-11-29;50;Miraflores;2025-02-16 00:00:00;Regular;8327.06
CLI00606;Quirino Barriga-Cabezas;F;2004-11-22;21;Los Olivos;2024-08-29 00:00:00;Platino;7201.44
CLI00607;Vera Alberdi Cano;M;1956-01-16;70;San Borja;2024-05-05 00:00:00;Regular;3001.92
CLI00608;Corona Casas Cortes;F;1998-11-26;27;San Juan de Lurigancho;2024-06-20 00:00:00;Premium;8415.56
CLI00609;Godofredo Badia Toro;F;1993-11-05;32;Santiago de Surco;2025-01-13 00:00:00;Platino;11490.24
CLI00610;Esther Guardiola Rios;M;1979-12-30;46;Comas;2024-05-08 00:00:00;Basico;1050.54
CLI00611;Quirino Calleja-Lastra;M;1971-07-23;54;Ate;2024-01-12 00:00:00;Premium;8167.03
CLI00612;Brunilda Baez Jodar;M;1999-02-02;27;San Miguel;2024-11-27 00:00:00;Platino;10706.46
CLI00613;Victoriano Angulo Tejada;F;1990-08-01;35;Magdalena;2024-12-11 00:00:00;Platino;5312.12
CLI00614;Fernando Barrio Leon;M;1994-05-20;32;Ate;2024-11-12 00:00:00;Regular;4319.11
CLI00615;Amor Andreu Salinas;F;1955-05-15;71;Miraflores;2025-03-31 00:00:00;Basico;1391.98
CLI00616;Maxi Mendez Bayo;M;1981-08-09;44;Comas;2025-04-18 00:00:00;Basico;1670.25
CLI00617;Flavio Figueroa Alamo;F;2006-08-21;19;San Borja;2024-03-29 00:00:00;Premium;10512.37
CLI00618;Jose Ignacio Calisto Saenz Mugica;F;1959-05-17;67;Ate;2024-10-12 00:00:00;Premium;7102.01
CLI00619;Piedad Ballesteros Zabala;F;1972-11-20;53;Comas;2024-09-08 00:00:00;Regular;10486.59
CLI00620;Juan Antonio Gustavo Julian Carpio;M;1985-05-20;41;;2024-04-19 00:00:00;Regular;10786.13
CLI00621;Vito Valencia Ramirez;M;1956-07-16;69;San Juan de Lurigancho;2024-10-29 00:00:00;Regular;4350.36
CLI00622;Maria Cristina Ramirez Marques;F;1986-10-16;39;Miraflores;2024-09-27 00:00:00;Regular;4276.22
CLI00623;Petrona Bas Valls;M;1968-11-22;57;Comas;2025-03-02 00:00:00;Premium;8195.35
CLI00624;Jose Jose Ramon Pena Gutierrez;M;1998-12-01;27;Comas;2024-01-24 00:00:00;Platino;10159.43
CLI00625;Ruperto Francisco Jose Vargas Madrigal;M;1970-03-27;56;Comas;2024-05-24 00:00:00;Premium;10100.56
CLI00626;Juan Amat Pozuelo;M;1986-01-05;40;Santiago de Surco;2024-03-01 00:00:00;Premium;6055.13
CLI00627;Nilda Redondo;F;1993-06-25;33;San Borja;2024-08-09 00:00:00;Regular;11126.84
CLI00628;Coral Manzano-Rueda;M;1996-01-29;30;Santiago de Surco;2025-02-09 00:00:00;Premium;4350.68
CLI00629;Espiridion de Mascaro;F;1976-03-05;50;San Borja;2024-08-07 00:00:00;Platino;9484.61
CLI00630;Casandra Moraleda Camps;F;1956-01-09;70;Comas;2024-09-12 00:00:00;Basico;1194.79
CLI00631;Sabina Domitila Barreda Nino;F;1965-03-28;61;Magdalena;2024-12-31 00:00:00;Basico;1647.57
CLI00632;Antonio Torre Anton;M;1959-05-12;67;San Juan de Lurigancho;2024-05-27 00:00:00;Platino;3478.89
CLI00633;Ligia Maria Belen Rosello Sedano;M;1957-03-05;69;Magdalena;2024-06-08 00:00:00;Regular;3953.57
CLI00634;Cleto Quiros Arco;M;1975-06-16;51;Magdalena;2024-02-08 00:00:00;Platino;10257.61
CLI00635;Sarita Gilabert-Zaragoza;M;1989-06-18;37;San Miguel;2025-03-30 00:00:00;Basico;1833.91
CLI00636;Adelina Nadal Antunez;M;1997-10-13;28;Comas;2024-05-03 00:00:00;Regular;8071.13
CLI00637;Cesar Guardia-Cordero;M;1989-05-14;37;Los Olivos;2024-02-24 00:00:00;Basico;1049.83
CLI00638;Bernardo del Angel;M;1973-04-15;53;Miraflores;2025-03-04 00:00:00;Basico;1440.27
CLI00639;Gustavo Alcala Tamayo;M;1956-07-13;69;San Miguel;2024-08-26 00:00:00;Platino;6459.34
CLI00640;Jose Maria Amoros Villaverde;F;1956-08-20;69;Los Olivos;2025-03-15 00:00:00;Platino;8439.28
CLI00641;Flavio de Viana;F;1981-10-15;44;San Juan de Lurigancho;2024-08-01 00:00:00;Basico;1368.39
CLI00642;Gema Serrano-Gutierrez;F;1956-01-24;70;Miraflores;2024-04-24 00:00:00;Premium;3385.62
CLI00643;Tania Camino Romero;F;1992-10-28;33;Comas;2024-06-07 00:00:00;Basico;1588.5
CLI00644;Federico Machado Vilar;M;1963-02-01;63;Los Olivos;2024-01-07 00:00:00;Platino;10646.69
CLI00645;Maria Teresa Bueno Coll;M;2002-11-22;23;Magdalena;2024-05-14 00:00:00;Regular;7527.1
CLI00646;Blanca Magdalena Font Miralles;M;1961-12-18;64;Los Olivos;2024-05-01 00:00:00;Basico;2487.55
CLI00647;Goyo del Morales;M;2002-06-09;24;Santiago de Surco;2024-09-27 00:00:00;Regular;4988.11
CLI00648;Miguel Angel de Sola;F;1983-07-18;42;San Borja;2024-10-17 00:00:00;Platino;2900.87
CLI00649;Isa Moreno Gimeno;F;1990-05-10;36;Los Olivos;2024-10-30 00:00:00;Premium;5189.2
CLI00650;Francisco de Palacios;M;1960-05-22;66;San Borja;2024-09-20 00:00:00;Platino;3904.62
CLI00651;Eufemia Vilar Yuste;M;2004-07-03;21;Ate;2024-07-29 00:00:00;Platino;4973.73
CLI00652;Daniela de Ayuso;M;1960-06-21;66;Magdalena;2025-01-18 00:00:00;Basico;2139.9
CLI00653;Jacinta Miro-Rueda;F;1960-05-02;66;Comas;2025-03-25 00:00:00;Platino;9516.64
CLI00654;Cosme Cadenas Garces;F;1977-05-10;49;Comas;2024-05-09 00:00:00;Platino;7430.52
CLI00655;Gabriel Barba Nogueira;F;1992-10-16;33;San Miguel;06/01/2024;Premium;8245.34
CLI00656;Calixto Prats Alcala;F;1973-03-12;53;;2024-03-30 00:00:00;Platino;3601.51
CLI00657;Tomasa Valdes Ballesteros;M;1976-08-10;49;Comas;2024-03-18 00:00:00;Platino;9972.01
CLI00658;Jafet Penas Silva;M;1966-10-19;59;Santiago de Surco;2024-07-01 00:00:00;Basico;2322.59
CLI00659;Americo Guardia-Linares;M;1987-12-12;38;Comas;2024-07-23 00:00:00;Regular;5740.91
CLI00660;Haroldo Noriega-Amat;M;1954-12-13;71;Santiago de Surco;2025-02-23 00:00:00;Premium;9857.3
CLI00661;Armando Arroyo Madrid;F;2002-11-30;23;Los Olivos;2024-12-13 00:00:00;Regular;8789.11
CLI00662;Anunciacion Quiros Perez;M;1981-08-23;44;Comas;2024-06-30 00:00:00;Platino;5589.75
CLI00663;Rosalina Portillo Pineiro;M;1965-02-28;61;Ate;2024-04-19 00:00:00;Premium;10629.5
CLI00664;Timoteo Emiliano Solano Santana;M;1997-05-29;29;San Juan de Lurigancho;2024-05-16 00:00:00;Platino;6874.82
CLI00665;Aristides Arroyo Bas;F;1957-10-10;68;Miraflores;2024-12-05 00:00:00;Regular;8824.81
CLI00666;Marisela Priscila Perez Gomez;M;1994-10-17;31;Miraflores;2024-12-26 00:00:00;Platino;6624.51
CLI00667;Eugenio Ferrera Zamorano;M;1953-02-19;73;Ate;2024-03-10 00:00:00;Regular;6656.91
CLI00668;Soledad Diego Vendrell;F;2003-08-02;22;Ate;2024-02-09 00:00:00;Platino;7913.08
CLI00669;Chus Cal Bayona;F;2002-12-20;23;Los Olivos;2024-09-28 00:00:00;Premium;9675.04
CLI00670;Gisela Pedrero;F;1992-12-06;33;Ate;2025-04-06 00:00:00;Platino;7967.25
CLI00671;Monica Cabanillas Villar;M;2005-06-17;21;San Borja;2024-04-23 00:00:00;Regular;11116.1
CLI00672;Luis Calzada Ferrer;M;1987-04-23;39;Magdalena;2024-01-28 00:00:00;Basico;2308.13
CLI00673;Priscila Reig Burgos;M;1983-05-04;43;Santiago de Surco;2025-02-18 00:00:00;Platino;4970.08
CLI00674;Buenaventura Samper Ros;M;1993-09-12;32;Magdalena;2024-07-05 00:00:00;Basico;1759.91
CLI00675;Cleto Amoros Aviles;F;2000-01-29;26;Magdalena;2025-02-07 00:00:00;Basico;1417.49
CLI00676;Sandra Echevarria Mancebo;M;1958-04-07;68;San Juan de Lurigancho;2024-02-20 00:00:00;Platino;8794.38
CLI00677;Ruperto del Duenas;M;1957-03-26;69;Magdalena;2024-02-21 00:00:00;Platino;5970.31
CLI00678;Rocio de Toro;F;1992-12-19;33;;2025-04-02 00:00:00;Basico;1079.13
CLI00679;Marco del Simo;F;1955-09-28;70;Los Olivos;2024-02-24 00:00:00;Regular;8950.68
CLI00680;Ivan Roca Ramirez;F;1969-05-26;57;San Borja;2024-03-24 00:00:00;Platino;10629.4
CLI00681;Edelmiro Teruel Torralba;M;1972-10-16;53;San Juan de Lurigancho;2024-08-10 00:00:00;Basico;1551.97
CLI00682;Claudia del Donoso;M;1958-11-02;67;Magdalena;2024-09-27 00:00:00;Platino;11115.77
CLI00683;Agustin Arnaiz Barreda;F;1965-11-13;60;San Miguel;2024-10-22 00:00:00;Premium;3993.93
CLI00684;Guiomar Carrion Bautista;F;1998-02-08;28;Santiago de Surco;2024-04-18 00:00:00;Regular;4701.2
CLI00685;Marino Ropero-Batalla;F;1964-07-15;61;Magdalena;2024-06-08 00:00:00;Basico;2192.63
CLI00686;Isabela Falco-Figuerola;M;1960-10-14;65;Ate;2025-01-10 00:00:00;Premium;4583.38
CLI00687;Eleuterio de Carvajal;F;1997-12-23;28;Los Olivos;2024-05-05 00:00:00;Regular;6261.63
CLI00688;Amancio Alonso;M;1974-03-13;52;Magdalena;2024-11-02 00:00:00;Premium;11412.33
CLI00689;Albert Pastor Canas;F;1966-03-03;60;San Miguel;2025-04-09 00:00:00;Basico;2320.07
CLI00690;Tadeo Correa Somoza;F;1973-09-08;52;;2025-01-15 00:00:00;Platino;6426.98
CLI00691;Cleto Marquez Alemany;F;2006-12-28;19;San Miguel;2024-05-13 00:00:00;Premium;7810.37
CLI00692;Urbano Vicens-Espada;F;2002-02-26;24;San Borja;2025-01-27 00:00:00;Premium;7686.84
CLI00693;Yessica de Benavent;F;1958-11-10;67;San Miguel;2024-10-12 00:00:00;Regular;9201.98
CLI00694;Pia Canet Jara;F;1968-07-05;57;Ate;2025-04-05 00:00:00;Regular;9204.87
CLI00695;Julio Custodio Molina Diaz;F;1965-12-31;60;Comas;2024-09-09 00:00:00;Basico;1610.57
CLI00696;Martin Cano Girona;F;1977-06-02;49;;2025-04-13 00:00:00;Basico;2733.06
CLI00697;Eladio Garate-Alberola;F;1985-07-19;40;Santiago de Surco;2025-03-02 00:00:00;Platino;7502.21
CLI00698;Andrea Torrens Villalobos;F;1978-08-08;47;Los Olivos;2025-04-16 00:00:00;Platino;7624.14
CLI00699;Gala Higueras Silva;M;1995-02-28;31;San Miguel;2024-09-21 00:00:00;Platino;9838.99
CLI00700;Dan Basilio Pol Rebollo;M;1981-03-16;45;Comas;2024-07-21 00:00:00;Premium;6300.02
CLI00701;Ildefonso Ribes Sanmiguel;F;1955-04-01;71;San Miguel;2024-12-14 00:00:00;Platino;8055.24
CLI00702;Marcial Calleja Segovia;F;1998-10-26;27;Comas;2024-07-24 00:00:00;Regular;5109.37
CLI00703;Fernanda Lara;F;1989-08-09;36;Los Olivos;2024-01-08 00:00:00;Regular;8854.17
CLI00704;Juan Manuel Salvador Batlle;F;1970-03-09;56;San Miguel;2025-01-23 00:00:00;Platino;6521.31
CLI00705;Graciana Encarnacion Cerda Cid;M;1977-10-02;48;Santiago de Surco;2024-04-04 00:00:00;Premium;7500.39
CLI00706;Sigfrido Franco Jimenez;F;1959-11-30;66;San Juan de Lurigancho;2025-03-21 00:00:00;Basico;1222.24
CLI00707;Elena Ferreras Pereira;F;1966-03-26;60;;2024-11-28 00:00:00;Basico;2724.88
CLI00708;Calisto Fabregat;M;2002-08-22;23;San Miguel;2024-04-12 00:00:00;Regular;3183.1
CLI00709;Nuria Amat-Ramon;F;1977-02-27;49;San Miguel;2024-06-06 00:00:00;Premium;11308.39
CLI00710;Santiago Onofre Llabres Alfonso;M;1953-10-29;72;San Miguel;2024-12-27 00:00:00;Regular;3658.61
CLI00711;Dafne Valencia Quiroga;M;1978-09-05;47;Miraflores;2024-05-16 00:00:00;Regular;10126.42
CLI00712;Moreno de Arnaiz;M;1977-08-29;48;Magdalena;2025-04-10 00:00:00;Regular;9516.59
CLI00713;Alfonso Noguera Blazquez;F;1952-07-21;73;Ate;2024-03-15 00:00:00;Regular;7119.87
CLI00714;Paca Morcillo Serrano;F;1998-01-10;28;Comas;2024-09-16 00:00:00;Regular;8120.31
CLI00715;Fermin Soriano Pina;M;1963-08-22;62;Santiago de Surco;2024-01-23 00:00:00;Regular;5571.32
CLI00716;Macario Pallares Correa;M;1984-06-18;42;San Juan de Lurigancho;2024-11-22 00:00:00;Regular;4938.73
CLI00717;Zaira Canales Barrena;F;1976-11-28;49;San Miguel;2025-03-28 00:00:00;Premium;6607.92
CLI00718;Salud Pinto Rios;F;1965-06-18;61;Miraflores;2025-03-27 00:00:00;Premium;8877.69
CLI00719;Jacobo Valero Beltran;F;1962-04-22;64;Miraflores;2024-02-10 00:00:00;Basico;1526.82
CLI00720;Matias Catala Sanz;F;1993-03-02;33;San Miguel;2024-12-12 00:00:00;Basico;2420.41
CLI00721;Rufina del Segura;M;1997-11-09;28;Santiago de Surco;2024-03-21 00:00:00;Platino;9627.55
CLI00722;Timoteo Palma;F;1985-03-11;41;San Juan de Lurigancho;2025-02-17 00:00:00;Regular;4465.81
CLI00723;Guiomar Valero;M;2007-01-21;19;Comas;2024-11-16 00:00:00;Platino;6021.55
CLI00724;Paloma Hernandez Cordero;F;1959-08-26;66;Los Olivos;2024-12-18 00:00:00;Regular;4042.75
CLI00725;Erasmo Valencia Rovira;M;1998-10-27;27;Miraflores;2024-09-10 00:00:00;Regular;9521.85
CLI00726;Plinio Rubio;M;2007-01-22;19;Ate;2025-03-05 00:00:00;Basico;1946.3
CLI00727;Blas Mora-Bustos;F;1953-01-12;73;Ate;2024-02-16 00:00:00;Regular;6530.07
CLI00728;Melania Puente Pelayo;F;1981-06-14;45;San Borja;2024-10-30 00:00:00;Basico;1651.25
CLI00729;Eliana Pelaez Tejera;F;2000-08-15;25;San Miguel;2024-02-17 00:00:00;Premium;4101.0
CLI00730;Amarilis Lobato;M;1984-11-26;41;Magdalena;06/09/2024;Platino;7318.31
CLI00731;Felipe Fabregat-Escamilla;M;1962-03-03;64;Los Olivos;2025-02-02 00:00:00;Regular;10867.23
CLI00732;Araceli Barbero Bastida;M;1990-08-24;35;Comas;2024-05-05 00:00:00;Premium;10237.17
CLI00733;Juan Francisco Amor Molins;M;2005-12-21;20;Ate;2025-02-28 00:00:00;Platino;4062.61
CLI00734;Coral Ibanez Echeverria;M;1965-02-27;61;San Juan de Lurigancho;2024-03-31 00:00:00;Premium;10215.32
CLI00735;Rocio Pizarro Fiol;M;1981-02-13;45;Santiago de Surco;2024-01-27 00:00:00;Premium;6005.36
CLI00736;Margarita Pera Montesinos;M;1992-06-13;34;San Borja;2024-08-30 00:00:00;Basico;1415.25
CLI00737;Socorro Rosales Rosa;M;1990-11-21;35;San Borja;2024-06-11 00:00:00;Basico;1137.0
CLI00738;Octavio del Valderrama;M;1970-04-08;56;Miraflores;2024-09-27 00:00:00;Platino;7256.2
CLI00739;Florinda Cerezo-Catalan;M;1993-12-21;32;San Miguel;2024-02-21 00:00:00;Basico;2054.53
CLI00740;Juanita Ballester Lopez;M;1984-07-22;41;Magdalena;2024-11-28 00:00:00;Premium;3467.8
CLI00741;Graciela Mata Blazquez;F;1976-01-26;50;Santiago de Surco;2024-03-01 00:00:00;Premium;10159.07
CLI00742;Jose Ignacio Jafet Oliveras Lucena;M;1999-01-25;27;;2024-07-02 00:00:00;Basico;1398.18
CLI00743;Renata de Barba;F;2005-09-09;20;San Borja;2024-07-26 00:00:00;Premium;6060.32
CLI00744;Eduardo Sotelo Vendrell;F;1984-11-15;41;Magdalena;2024-12-08 00:00:00;Platino;9497.4
CLI00745;Florentina Pellicer Higueras;M;1979-04-08;47;San Juan de Lurigancho;2024-11-19 00:00:00;Basico;2380.92
CLI00746;Berto Oller-Boada;F;1967-05-30;59;San Miguel;2024-07-19 00:00:00;Premium;3136.25
CLI00747;Paulina Uribe Egea;M;1982-08-12;43;Magdalena;2024-01-21 00:00:00;Platino;8689.34
CLI00748;Porfirio Infante Donaire;F;1994-01-26;32;San Miguel;2024-01-27 00:00:00;Regular;9720.54
CLI00749;Nando Lerma Canals;M;1977-08-25;48;Magdalena;2024-01-21 00:00:00;Premium;5331.17
CLI00750;Anacleto Leon Bejarano;M;1958-03-13;68;Miraflores;2024-03-21 00:00:00;Premium;3868.97
CLI00751;Serafina del Leon;M;1999-09-20;26;Santiago de Surco;2024-11-27 00:00:00;Premium;6001.52
CLI00752;Cecilia Real Peiro;F;2003-01-19;23;Comas;2025-01-18 00:00:00;Regular;6276.47
